X Y Z RX RY RZ
442.07354736328125 0 527.01513671875 -3.141592653589793 -0 0
440.0143127441406 13.001441955566406 527.01513671875 2.6930450148572747 0.4471491933781613 -0.5246740543582279
434.0382080078125 24.73021125793457 527.01513671875 2.363155187972743 0.692433726045309 -0.367958966527516
424.730224609375 34.03821563720703 527.01513671875 2.2870884494290045 0.5785038902080682 -0.18407060009532236
413.0014343261719 40.01432418823242 527.01513671875 2.232748705575891 0.45879607734378575 0.018144174688992598
400 42.07354736328125 527.01513671875 2.1950363832972513 0.33426745288962983 0.23206605901251626
386.9985656738281 40.01432418823242 527.01513671875 2.170937830238956 0.20510424418111756 0.45264684785127524
375.269775390625 34.03821563720703 527.01513671875 2.1590510069769806 0.07120631848269288 0.6757399309825026
365.9617919921875 24.73021125793457 527.01513671875 2.1593370500114513 -0.06743236995999574 0.8975346588619985
359.9856872558594 13.001441955566406 527.01513671875 2.1730960043827428 -0.21036107273554916 1.1140484796314278
357.92645263671875 5.152523864521011E-15 527.01513671875 2.20316093985893 -0.35627226264804795 1.3205839292802015
359.9856872558594 -13.001441955566406 527.01513671875 2.2543097686632634 -0.5025536880463819 1.511095369252932
365.9617919921875 -24.73021125793457 527.01513671875 2.3338220534097163 -0.6447853434457567 1.6774925438623467
375.269775390625 -34.03821563720703 527.01513671875 2.45173850540242 -0.7761755702340412 1.8093231273176655
386.9985656738281 -40.01432418823242 527.01513671875 2.6191421054809902 -0.887038345475852 1.8955132221555278
400 -42.07354736328125 527.01513671875 2.8406582033364374 -0.9650831985168604 1.9317772443445873
413.0014343261719 -40.01432418823242 527.01513671875 3.100367422386846 -0.9987453225280017 1.9339753302634792
424.730224609375 -34.03821563720703 527.01513671875 -2.924384061911759 -0.9842903535670688 1.940094985300106
434.0382080078125 -24.73021125793457 527.01513671875 -2.704431228119715 -0.9292397786397728 1.9852264089070106
440.0143127441406 -13.001441955566406 527.01513671875 -2.5354304398586534 -0.8463407829649661 2.0805982852968183
442.07354736328125 -1.0305047729042022E-14 527.01513671875 -2.411471692498334 -0.7463813124042169 2.2197339754593637
448.5968933105469 0 511.7618713378906 -1.9660169793880187 -0.8451426256496497 1.873290522341355
446.2183837890625 15.017266273498535 511.7618713378906 -1.9373067702296425 -0.8205254499693594 2.158697532396563
439.3157043457031 28.564538955688477 511.7618713378906 -1.9191341332516667 -0.7721067361841063 2.447241598110413
428.5645446777344 39.31571578979492 511.7618713378906 -1.9035102063495957 -0.7238121495200478 2.738245818911326
415.01727294921875 46.2183952331543 511.7618713378906 -1.8899653473316507 -0.6754601319650065 3.0311926092676518
400 48.59689712524414 511.7618713378906 -1.8781458880797675 -0.6268555147800517 -2.9575089823376466
384.98272705078125 46.2183952331543 511.7618713378906 -1.8677839738003852 -0.5777925995952468 -2.6618133155019352
371.4354553222656 39.31571578979492 511.7618713378906 -1.8586765450455718 -0.5280554701256573 -2.3651722593199063
360.6842956542969 28.564538955688477 511.7618713378906 -1.8506711254931891 -0.477418022836058 -2.067809569413467
353.7816162109375 15.017266273498535 511.7618713378906 -1.8436554982333486 -0.4256436908350787 -1.769918403538418
351.4031066894531 5.951403412240378E-15 511.7618713378906 -1.8375515900927055 -0.37248589884013145 -1.4716713102117513
