X Y Z RX RY RZ
471.82113481319595 -38.977721563170235 400 3.141592653589793 -0 3.141592653589793
455.4211168201224 -63.79251794288706 400 3.141592653589793 -0 3.141592653589793
433.31214931684065 -80.6185423891726 400 3.141592653589793 -0 3.141592653589793
411.72518845571756 -71.68419044785463 400 3.141592653589793 -0 3.141592653589793
388.94186155957635 -50.10118575396615 400 3.141592653589793 -0 3.141592653589793
374.6039559943389 -26.02178303646332 400 3.141592653589793 -0 3.141592653589793
373.8723698707528 23.70139082315211 400 3.141592653589793 -0 3.141592653589793
377.6277207406986 49.69299589201074 400 3.141592653589793 -0 3.141592653589793
392.364593500125 71.98606283524805 400 3.141592653589793 -0 3.141592653589793
413.893524278365 83.00920152872135 399.99999999999994 3.141592653589793 -0 3.141592653589793
434.36383800325564 74.54832406235968 400 3.141592653589793 -0 3.141592653589793
451.03838757108525 62.046691249416625 400 3.141592653589793 -0 3.141592653589793
468.06919556556466 45.63554222213227 400 3.141592653589793 -0 3.141592653589793
475.27033311546893 26.89569437668041 400.00000000000006 3.141592653589793 -0 3.141592653589793
477.66455577399887 -0.2750218174530801 400 3.141592653589793 -0 3.141592653589793
475.56351458630735 -20.42125797765442 400 3.141592653589793 -0 3.141592653589793
464.3603921731966 -15.974182848143982 400 3.141592653589793 -0 3.141592653589793
457.58831265458366 22.24303162107404 400 3.141592653589793 -0 3.141592653589793
442.78019277325643 49.74113473786778 400 3.141592653589793 -0 3.141592653589793
420.58857289296725 60.14584629174104 400 3.141592653589793 -0 3.141592653589793
395.43210455455363 56.3323287233417 400 3.141592653589793 -0 3.141592653589793
386.53205536620584 43.78712111596326 400 3.141592653589793 -0 3.141592653589793
386.1882039817365 23.869718984083704 400.00000000000006 3.141592653589793 -0 3.141592653589793
390.119892991129 -27.116596255741342 400 3.141592653589793 -0 3.141592653589793
411.39158054177693 -47.44795015994674 400 3.141592653589793 -0 3.141592653589793
426.1928856257223 -47.7805390883845 400 3.141592653589793 -0 3.141592653589793
445.1983992304887 -46.62100847991934 400 3.141592653589793 -0 3.141592653589793
437.1101756803995 -23.82396633801187 400 3.141592653589793 -0 3.141592653589793
423.50057530074287 -23.51670035017787 400 3.141592653589793 -0 3.141592653589793
412.55599418855286 -28.356210984369966 400 3.141592653589793 -0 3.141592653589793
400.6777263823445 -14.534028226898329 399.99999999999994 3.141592653589793 -0 3.141592653589793
391.19747881724896 19.05229283940139 400 3.141592653589793 -0 3.141592653589793
398.17227403482923 52.48045579469974 400 3.141592653589793 -0 3.141592653589793
418.4287448466485 52.692932263595324 400 3.141592653589793 -0 3.141592653589793
436.48692772337967 45.043896935449496 400 3.141592653589793 -0 3.141592653589793
449.6563167064614 20.855324120670502 400 3.141592653589793 -0 3.141592653589793
454.21309769900296 -14.019578538737193 400 3.141592653589793 -0 3.141592653589793
455.5723966671107 -25.869481604772773 400 3.141592653589793 -0 3.141592653589793
536.1337590620086 -45.460700415905734 400 3.141592653589793 -0 3.141592653589793
